path,category,loc,size_kb,exports,last_commit,author,has_tests,has_todos
"client/src/components/ui/index.ts",Component,195,4,"UnifiedButton,
  unifiedButtonVariants,
  UnifiedCard,
  UnifiedCardHeader,
  UnifiedCardTitle,
  UnifiedCardDescription,
  UnifiedCardContent,
  UnifiedCardFooter,
  UnifiedBadge,
  unifiedBadgeVariants, Input, EnhancedInput, Form, 
  FormItem, 
  FormLabel, 
  FormControl, 
  FormDescription, 
  FormMessage, 
  FormField, 
  EnhancedForm,
  useFormField, Select,
  SelectGroup,
  SelectValue,
  SelectTrigger,
  SelectContent,
  SelectLabel,
  SelectItem,
  SelectSeparator,
  SelectScrollUpButton,
  SelectScrollDownButton,
  EnhancedSelect, Textarea, EnhancedTextarea",2025-11-20,muski4real,no,no
"client/src/components/ui/migration-examples.tsx",Component,370,10,"LegacyButtonExample, HybridButtonExample, LegacyFormExample, HybridFormExample, LegacyCardExample",2025-12-04,muski4real,no,no
"client/src/components/ui/navigation-menu.tsx",Component,130,5,"navigationMenuTriggerStyle,
  NavigationMenu,
  NavigationMenuList,
  NavigationMenuItem,
  NavigationMenuContent,
  NavigationMenuTrigger,
  NavigationMenuLink,
  NavigationMenuIndicator,
  NavigationMenuViewport,",2025-12-04,muski4real,no,no
"client/src/components/ui/scroll-area.tsx",Component,49,2,"ScrollArea, ScrollBar",2025-12-04,muski4real,no,no
"client/src/components/ui/sidebar.tsx",Component,763,23,"Sidebar,
  SidebarContent,
  SidebarFooter,
  SidebarGroup,
  SidebarGroupAction,
  SidebarGroupContent,
  SidebarGroupLabel,
  SidebarHeader,
  SidebarInput,
  SidebarInset,
  SidebarMenu,
  SidebarMenuAction,
  SidebarMenuBadge,
  SidebarMenuButton,
  SidebarMenuItem,
  SidebarMenuSkeleton,
  SidebarMenuSub,
  SidebarMenuSubButton,
  SidebarMenuSubItem,
  SidebarProvider,
  SidebarRail,
  SidebarSeparator,
  SidebarTrigger,
  useSidebar,",2025-12-04,muski4real,no,no
"client/src/components/ui/simple-button.tsx",Component,75,3,"SimpleButtonProps, SimpleButton, buttonVariants",2025-12-04,muski4real,no,no
"client/src/components/ui/test-components.tsx",Component,335,11,"TestButton, TestCard, TestForm, TestDialog, TestProgress",2025-12-04,muski4real,no,no
"client/src/components/ui/unified-button.tsx",Component,85,3,"UnifiedButtonProps, UnifiedButton, buttonVariants",2025-12-04,muski4real,no,no
"client/src/components/ui/unified-examples.tsx",Component,412,14,"UnifiedComponentExamples, ButtonExamples, CardExamples, BadgeExamples, CompositionExamples",2025-12-04,muski4real,no,no
"client/src/components/user/AccessibilitySettingsSection.tsx",Component,406,15,"AccessibilitySettingsSection",2025-12-04,muski4real,no,no
"client/src/components/user/UserAccountIntegration.tsx",Component,251,8,"UserAccountIntegration",2025-12-04,muski4real,no,no
"client/src/components/user/UserProfileSection.tsx",Component,305,12,"UserProfileSection",2025-12-04,muski4real,no,no
"client/src/components/verification/CommunityValidation.tsx",Component,413,14,"CommunityValidation, ValidationSummary",2025-12-04,muski4real,no,no
"client/src/components/verification/ExpertConsensus.tsx",Component,404,14,"ExpertConsensus, ConsensusIndicator",2025-12-04,muski4real,no,no
"client/src/components/verification/ExpertProfileCard.tsx",Component,458,17,"ExpertProfileCard",2025-12-04,muski4real,no,no
"client/src/components/verification/ExpertVerificationDemo.tsx",Component,470,18,"ExpertVerificationDemo",2025-12-04,muski4real,no,no
"client/src/components/verification/VerificationWorkflow.tsx",Component,378,14,"VerificationWorkflow",2025-12-04,muski4real,no,no
"client/src/components/verification/verification-list.tsx",Component,186,6,"VerificationsList",2025-12-04,muski4real,no,no
"client/src/config/api.ts",API,173,5,"defaultApiConfig, API_ENDPOINTS, CORS_CONFIG, TIMEOUT_CONFIG, RETRY_CONFIG",2025-11-20,muski4real,no,no
"client/src/config/feature-flags.ts",Other,36,1,"FEATURE_FLAGS, isFeatureEnabled, getAllFeatureFlags",2025-11-16,muski4real,no,no
"client/src/config/integration.ts",Other,261,7,"IntegrationConfig, defaultIntegrationConfig, getIntegrationConfig, FeatureFlags, IntegrationDiagnostics",2025-12-04,muski4real,no,no
"client/src/config/onboarding.ts",Other,77,1,"INTEREST_OPTIONS, DEFAULT_ONBOARDING_DATA, ACHIEVEMENT_TYPES, PROGRESS_MULTIPLIER",2025-10-28,muski4real,no,no
"client/src/constants/index.ts",Other,181,5,"API_BASE_URL, WS_BASE_URL, AUTH_TOKEN_KEY, REFRESH_TOKEN_KEY, USER_PREFERENCES_KEY",2025-12-02,muski4real,no,no
"client/src/contexts/NavigationContext.tsx",Context,18,1,"createNavigationProvider",2025-10-30,muski4real,no,no
"client/src/core/api.backup/index.ts",API,16,1,"globalApiClient, globalCache, globalConfig, globalErrorHandler, globalServiceLocator",2025-11-16,muski4real,no,no
"client/src/core/api/analytics.ts",Analytics,358,11,"AnalyticsApiService, createAnalyticsApiService",2025-12-04,muski4real,no,no
"client/src/core/api/bills.ts",API,831,25,"BillsSearchParams, PaginatedBillsResponse, BillEngagementData, BillComment, BillsStats",2025-12-04,muski4real,no,no
"client/src/core/api/examples/circuit-breaker-usage.ts",API,361,11,"createCustomClient, setupCircuitBreakerMonitoring, getHealthDashboardData, useCircuitBreakerHealth, useApiWithCircuitBreaker",2025-12-04,muski4real,no,no
"client/src/core/api/hooks/index.ts",Hook,9,0,"useApiWithFallback, useSafeMutation, useSafeQuery, useApiConnection",2025-11-20,muski4real,no,no
"client/src/core/api/hooks/use-api-with-fallback.ts",Hook,430,12,"UseApiOptions, UseApiResult, useApiWithFallback, UseMutationOptions, UseMutationResult",2025-12-04,muski4real,no,no
"client/src/core/api/hooks/use-safe-mutation.ts",Hook,114,2,"useSafeMutation, useSafePost, useSafePut, useSafeDelete",2025-12-04,muski4real,no,no
"client/src/core/api/hooks/use-safe-query.ts",Hook,317,10,"SafeQueryOptions, useSafeQuery, useAdminQuery, useCoordinatedQueries",2025-12-04,muski4real,no,no
"client/src/core/api/hooks/useApiConnection.ts",Hook,760,27,"ConnectionInfo, HealthStatus, DiagnosisResult, UseApiConnectionResult, useApiConnection",2025-12-04,muski4real,no,yes
"client/src/core/api/notifications.ts",API,891,27,"VapidKeyResponse, PushSubscriptionPayload, GetNotificationsOptions, SendNotificationPayload, NotificationStats",2025-12-04,muski4real,no,no
"client/src/core/api/privacy.ts",API,624,20,"AnalyticsEvent, AnalyticsConfig, UserConsent, AnalyticsMetrics, DataExportResponse",2025-12-04,muski4real,no,no
"client/src/core/api/system.ts",API,632,19,"SystemHealth, SystemStats, SystemEvent, ActiveUser, SystemActivity",2025-12-04,muski4real,no,no
"client/src/core/api/user.ts",API,771,25,"SavedBillsFilters, SavedBillsResponse, EngagementHistoryFilters, EngagementHistoryResponse, EngagementAction",2025-12-04,muski4real,no,no
"client/src/core/api/websocket.ts",API,1211,36,"BillsWebSocketConfig, BillStatusUpdate, BillEngagementUpdate, BillAmendmentUpdate, BillVotingUpdate",2025-12-04,muski4real,no,no
"client/src/core/dashboard/index.ts",Dashboard,12,0,"",2025-10-28,muski4real,no,no
"client/src/core/error/index.ts",Error,316,10,"initializeCoreErrorHandling, getErrorStats, getRecentErrors, getErrorsByType, getErrorsBySeverity",2025-12-04,muski4real,no,no
"client/src/core/index.ts",Other,85,2,"// Types
    type AppError,
    type ErrorContext,
    type ErrorRecoveryStrategy,
    type ErrorHandlerConfig,
    type ErrorListener,
    type ErrorStats,
    type ReactErrorInfo,
    type ErrorBoundaryProps,
    type ErrorFallbackProps,
    type RecoveryResult,

    // Enums
    ErrorDomain,
    ErrorSeverity,
    RecoveryAction,

    // Core handler
    coreErrorHandler,

    // Convenience functions
    createNetworkError,
    createValidationError,
    createAuthError,

    // Error boundary components
    EnhancedErrorBoundary,
    useErrorBoundary,
    withErrorBoundary,

    // Recovery strategies
    networkRetryStrategy,
    cacheClearStrategy,
    pageReloadStrategy,
    authRefreshStrategy,
    defaultRecoveryStrategies,
    registerDefaultRecoveryStrategies,
    executeRecovery,
    useRecovery,
    isRecoverable,

    // Initialization and utilities
    initializeCoreErrorHandling,
    getErrorStats,
    handleError,
    createError,
    logError,
    useCoreErrorHandler,, ..., ..., ...",2025-11-12,muski4real,no,no
"client/src/core/loading/components/GlobalLoadingIndicator.tsx",Component,100,3,"GlobalLoadingIndicatorProps, GlobalLoadingIndicator, useGlobalLoading",2025-12-04,muski4real,no,no
"client/src/core/loading/components/LoadingSkeleton.tsx",Component,146,4,"LoadingSkeletonProps, LoadingSkeleton, TextSkeleton, CardSkeleton, ListSkeleton",2025-12-04,muski4real,no,no
"client/src/core/loading/components/index.ts",Component,8,0,"LoadingSpinner, LoadingSkeleton, TextSkeleton, CardSkeleton, ListSkeleton, LoadingProgress, LoadingProgressBar, LoadingProgressCircle, GlobalLoadingIndicator, useGlobalLoading",2025-11-12,muski4real,no,no
"client/src/core/loading/hooks/useTimeoutAwareLoading.ts",Hook,385,11,"TimeoutConfig, TimeoutState, useTimeoutAwareLoading, useSmartTimeoutRecovery, useProgressiveTimeout",2025-12-04,muski4real,no,no
"client/src/core/loading/index.ts",Loading,36,1,"LoadingProvider as UnifiedLoadingProvider, useLoading as useUnifiedLoading, getConnectionMultiplier, shouldSkipOperation, LoadingPerformanceMonitor, globalLoadingMonitor, LOADING_SCENARIOS, LoadingScenarioBuilder, createOperationFromScenario",2025-11-12,muski4real,no,no
"client/src/core/loading/validation.ts",Loading,171,6,"LoadingValidationError, validateLoadingOperation, safeValidateLoadingOperation, validateLoadingScenario, validateProgressiveStage",2025-11-20,muski4real,no,no
"client/src/core/navigation/hooks/use-navigation-accessibility.ts",Hook,499,13,"useNavigationAccessibility, useNavigationKeyboardShortcuts",2025-12-04,muski4real,no,no
"client/src/core/navigation/hooks/use-navigation-performance.ts",Hook,353,9,"useNavigationPerformance, useLayoutStable",2025-12-04,muski4real,no,no
"client/src/core/navigation/hooks/use-navigation-preferences.tsx",Hook,227,7,"useNavigationPreferences",2025-12-04,muski4real,no,no
"client/src/core/navigation/hooks/use-unified-navigation.ts",Hook,94,2,"useUnifiedNavigation",2025-12-04,muski4real,no,no
"client/src/core/navigation/index.ts",Navigation,11,0,"",2025-10-28,muski4real,no,no
"client/src/core/navigation/reducer.ts",Navigation,179,5,"navigationReducer",2025-12-04,muski4real,no,no
"client/src/data/mock/index.ts",Other,17,0,"",2025-11-12,muski4real,no,no
"client/src/demo/community-integration-demo.ts",Other,402,13,"CommunityIntegrationDemo",2025-12-04,muski4real,no,no
"client/src/errors/index.ts",Error,145,4,"AppError, ValidationError, AuthenticationError, AuthorizationError, NotFoundError",2025-12-02,muski4real,no,no
"client/src/examples/WebSocketIntegrationExample.tsx",Other,364,11,"BasicWebSocketExample, BillTrackingExample, NotificationsExample, AdvancedWebSocketExample, WebSocketIntegrationExample",2025-12-04,muski4real,no,no
"client/src/examples/render-tracking-usage.tsx",Other,365,10,"ManualRenderTrackingExample, TrackedCounter, InfiniteRenderExample, RenderTrackingDashboard, IntegrateWithAppLayout",2025-12-04,muski4real,no,no
"client/src/features/analytics/components/AnalyticsDashboard.tsx",Component,306,12,"AnalyticsDashboard",2025-12-04,muski4real,no,no
"client/src/features/analytics/hooks/use-journey-tracker.ts",Hook,281,7,"useJourneyTracker, useJourneyAnalytics",2025-12-04,muski4real,no,no
"client/src/features/analytics/hooks/use-web-vitals.ts",Hook,168,5,"WebVitalsMetrics, WebVitalsHookOptions, useWebVitals, getPerformanceRating, usePerformanceBudget",2025-11-20,muski4real,no,no
"client/src/features/analytics/hooks/useErrorAnalytics.ts",Hook,376,11,"useErrorAnalytics, useRealTimeErrorMonitoring, useErrorAnalyticsExport",2025-12-04,muski4real,no,no
"client/src/features/analytics/index.ts",Analytics,6,0,"",2025-11-20,muski4real,no,no
"client/src/features/bills/index.ts",Other,48,0,"",2025-12-02,muski4real,no,no
"client/src/features/bills/ui/BillList.tsx",Other,228,9,"BillList",2025-12-04,muski4real,no,no
"client/src/features/bills/ui/BillRealTimeIndicator.tsx",Other,287,9,"BillRealTimeIndicator",2025-12-04,muski4real,no,yes
"client/src/features/bills/ui/MobileBillDetail.tsx",Other,578,20,"MobileBillDetail",2025-12-04,muski4real,no,yes
"client/src/features/bills/ui/MobileBillsDashboard.tsx",Dashboard,492,17,"MobileBillsDashboard",2025-12-04,muski4real,no,yes
"client/src/features/bills/ui/bill-list.tsx",Other,281,11,"BillList",2025-12-04,muski4real,no,no
"client/src/features/bills/ui/bill-tracking.tsx",Other,307,12,"",2025-12-04,muski4real,no,no
"client/src/features/bills/ui/bills-dashboard.tsx",Dashboard,663,22,"BillsDashboard",2025-12-04,muski4real,no,yes
"client/src/features/bills/ui/implementation-workarounds.tsx",Other,607,28,"ImplementationWorkarounds",2025-12-04,muski4real,no,no
"client/src/features/community/hooks/useDiscussion.ts",Hook,311,9,"useDiscussion",2025-12-04,muski4real,no,no
"client/src/features/pretext-detection/components/PretextDetectionPanel.tsx",Component,246,8,"PretextDetectionPanel",2025-12-04,muski4real,no,no
"client/src/features/pretext-detection/index.ts",Other,7,0,"PretextDetectionPanel, PretextWatchCard, CivicActionToolbox, usePretextAnalysis, PretextAnalysisService",2025-11-08,muski4real,no,no
"client/src/features/pretext-detection/services/PretextAnalysisService.ts",Service,296,9,"PretextAnalysisService",2025-12-02,muski4real,no,no
"client/src/features/search/components/SearchAnalyticsDashboard.tsx",Component,496,18,"SearchAnalyticsDashboard",2025-12-04,muski4real,no,no
"client/src/features/search/components/SearchFilters.tsx",Component,393,13,"SearchFilters",2025-12-04,muski4real,no,no
"client/src/features/search/components/SearchProgressIndicator.tsx",Component,183,5,"SearchProgressIndicator",2025-12-04,muski4real,no,no
"client/src/features/search/components/SearchResultCard.tsx",Component,403,13,"SearchResultCard",2025-12-04,muski4real,no,no
"client/src/features/search/components/SearchTips.tsx",Component,327,11,"SearchTips",2025-12-04,muski4real,no,no
"client/src/features/search/hooks/useStreamingSearch.ts",Hook,294,7,"useStreamingSearch",2025-12-04,muski4real,no,no
"client/src/features/search/index.ts",Search,71,1,"intelligentSearch as searchService, IntelligentSearchService, searchApiClient, searchApiClient as searchApi",2025-12-02,muski4real,no,no
"client/src/features/search/services/search-api.ts",Service,49,0,"searchApiClient as searchApi",2025-11-20,muski4real,no,no
"client/src/features/users/index.ts",Other,44,0,"",2025-11-20,muski4real,no,no
"client/src/hooks/index.ts",Hook,102,4,"useAuth, AuthProvider, useApiConnection, useApiWithFallback, useSafeMutation, useSafeQuery",2025-11-20,muski4real,no,no
"client/src/hooks/use-i18n.tsx",Hook,82,2,"I18nProvider, useI18n",2025-12-04,muski4real,no,no
"client/src/hooks/use-keyboard-focus.ts",Hook,82,1,"useKeyboardFocus",2025-12-04,muski4real,no,no
"client/src/hooks/use-mobile.tsx",Hook,138,4,"useIsMobile, useMediaQuery",2025-11-16,muski4real,no,no
"client/src/hooks/use-onboarding.tsx",Hook,70,2,"useOnboarding",2025-12-04,muski4real,no,no
"client/src/hooks/use-online-status.tsx",Hook,38,1,"useOnlineStatus",2025-12-04,muski4real,no,no
"client/src/hooks/use-performance-monitor.ts",Hook,413,11,"usePerformanceMonitor, usePerformanceBudget, useCoreWebVitals, usePerformanceAlert, useLazyLoading",2025-12-04,muski4real,no,no
"client/src/hooks/use-system.tsx",Hook,44,1,"useSystemHealth, useSystemStats, useSystemActivity, useSystemSchema, useSystemEnvironment",2025-12-04,muski4real,yes,no
"client/src/hooks/use-websocket.ts",Hook,393,12,"UseWebSocketOptions, UseWebSocketReturn, useWebSocket, useBillRealTime, useCommunityRealTime",2025-12-04,muski4real,no,no
"client/src/hooks/useCleanup.tsx",Hook,251,8,"useCleanup, useAbortController, useAsyncOperation",2025-11-16,muski4real,no,no
"client/src/hooks/useCommunityIntegration.ts",Hook,177,5,"useActivityFeed, useTrendingTopics, useExpertInsights, useCommunityStats, useLocalImpact",2025-12-04,muski4real,no,no
"client/src/hooks/useConnectionAware.tsx",Hook,250,8,"ConnectionInfo, useConnectionAware, useAdaptiveLoading",2025-11-08,muski4real,no,no
"client/src/hooks/useErrorRecovery.ts",Hook,421,12,"RecoveryStrategy, RecoveryContext, RecoveryState, useErrorRecovery, useAutoRecovery",2025-12-04,muski4real,no,no
"client/src/hooks/useMediaQuery.ts",Hook,37,1,"useMediaQuery",2025-11-12,muski4real,no,no
"client/src/hooks/useMockData.ts",Hook,354,9,"useMockData, useMockDataBatch, useRealTimeEvents, useMockDataService",2025-12-04,muski4real,no,no
"client/src/hooks/useOfflineCapabilities.ts",Hook,403,10,"OfflineState, OfflineCapabilities, useOfflineCapabilities, useOfflineQuery, useOfflineNotifications",2025-12-04,muski4real,no,no
"client/src/hooks/useOfflineDetection.tsx",Hook,228,7,"ConnectionQuality, OfflineDetectionState, useOfflineDetection",2025-12-04,muski4real,no,no
"client/src/hooks/usePasswordUtils.ts",Hook,156,4,"PasswordStrength, PasswordValidation, usePasswordUtils, usePasswordVisibility, usePasswordStrength",2025-12-02,muski4real,no,no
"client/src/hooks/usePretextAnalysis.ts",Hook,80,2,"PretextAnalysisResult, PretextAnalysisOptions, usePretextAnalysis",2025-12-04,muski4real,no,no
"client/src/hooks/useProgressiveDisclosure.ts",Hook,309,10,"NavigationSection, ReadingPath, ProgressiveDisclosureState, UseProgressiveDisclosureOptions, useProgressiveDisclosure",2025-11-12,muski4real,no,no
"client/src/hooks/useRealTimeEngagement.ts",Hook,500,14,"useRealTimeEngagement, generateMockEngagementData",2025-12-04,muski4real,no,no
"client/src/hooks/useSafeEffect.ts",Hook,41,1,"useSafeEffect, useIsMounted",2025-11-22,muski4real,no,no
"client/src/hooks/useSecurity.ts",Hook,307,9,"UseSecurityOptions, SecurityHookResult, useSecurity, useSecureForm, useRateLimit",2025-12-04,muski4real,no,no
"client/src/hooks/useService.ts",Hook,155,4,"useService, useServices, useServiceAvailable, useServiceHealth",2025-12-04,muski4real,no,no
"client/src/hooks/useServiceStatus.ts",Hook,56,1,"useServiceStatus",2025-12-04,muski4real,no,no
"client/src/lib/protected-route.tsx",Other,40,1,"ProtectedRoute",2025-12-04,muski4real,no,no
"client/src/lib/queryClient.ts",Other,105,2,"getQueryFn, queryClient",2025-12-04,muski4real,no,no
"client/src/lib/react-query-config.ts",Other,315,10,"queryClient, queryKeys, invalidateQueries, prefetchQueries, cacheUtils",2025-12-04,muski4real,no,no
"client/src/monitoring/index.ts",Other,336,10,"MonitoringConfig, SentryMonitoring,
  PerformanceMonitoring,
  ErrorMonitoring,",2025-12-04,muski4real,no,no
"client/src/pages/SecurityDemoPage.tsx",Page,458,18,"SecurityDemoPage",2025-12-04,muski4real,no,no
"client/src/pages/UserAccountPage.tsx",Page,142,6,"UserAccountPage",2025-12-04,muski4real,no,no
"client/src/pages/admin/coverage.tsx",Page,16,0,"CoveragePage",2025-12-04,muski4real,no,no
"client/src/pages/auth/ForgotPasswordPage.tsx",Page,162,6,"ForgotPasswordPage",2025-12-04,muski4real,no,no
"client/src/pages/auth/LoginPage.tsx",Page,81,2,"LoginPage",2025-12-04,muski4real,no,no
"client/src/pages/auth/PrivacyPage.tsx",Page,76,3,"PrivacyPage",2025-12-04,muski4real,no,no
"client/src/pages/auth/RegisterPage.tsx",Page,129,4,"RegisterPage",2025-12-04,muski4real,no,no
"client/src/pages/auth/ResetPasswordPage.tsx",Page,283,10,"ResetPasswordPage",2025-12-04,muski4real,no,no
"client/src/pages/auth/SecurityPage.tsx",Page,76,3,"SecurityPage",2025-12-04,muski4real,no,no
"client/src/pages/design-system-test.tsx",Page,20,1,"",2025-12-04,muski4real,no,no
"client/src/pages/legal/acceptable-use.tsx",Page,11,0,"AcceptableUsePage",2025-11-20,muski4real,no,no
"client/src/pages/legal/accessibility.tsx",Page,11,0,"AccessibilityPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/compliance-ccpa.tsx",Page,11,0,"CcpaPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/contact-legal.tsx",Page,11,0,"ContactLegalPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/cookie-policy.tsx",Page,11,0,"CookiePolicyPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/data-retention.tsx",Page,11,0,"DataRetentionPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/dmca.tsx",Page,11,0,"DmcaPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/privacy.tsx",Page,11,0,"PrivacyPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/security.tsx",Page,11,0,"SecurityPage",2025-11-20,muski4real,no,no
"client/src/pages/legal/terms.tsx",Page,11,0,"TermsPage",2025-11-20,muski4real,no,no
"client/src/pages/sponsorship/co-sponsors.tsx",Page,594,27,"CosponsorAnalysis",2025-12-04,muski4real,no,no
"client/src/pages/sponsorship/financial-network.tsx",Page,523,24,"FinancialNetworkAnalysis",2025-12-04,muski4real,no,no
"client/src/pages/sponsorship/methodology.tsx",Page,462,22,"MethodologyPage",2025-12-04,muski4real,no,no
"client/src/pages/sponsorship/overview.tsx",Page,370,13,"sponsorhipOverview",2025-12-04,muski4real,no,no
"client/src/pages/sponsorship/primary-sponsor.tsx",Page,445,16,"PrimarySponsorAnalysis",2025-12-04,muski4real,no,no
"client/src/recovery/index.ts",Other,124,3,"RecoveryOptions, RecoveryManager, recoveryManager, withErrorRecovery, getRecoverySuggestions",2025-12-02,muski4real,no,no
"client/src/scripts/analyze-bundle.ts",Other,329,10,"CSSAnalyzer, PerformanceComparator",2025-12-04,muski4real,no,no
"client/src/scripts/migrate-components.ts",Component,334,11,"ComponentMigrator, COMPONENT_MIGRATIONS, STYLE_MIGRATIONS, ACCESSIBILITY_MIGRATIONS",2025-12-04,muski4real,no,no
"client/src/scripts/performance-audit.ts",Other,449,15,"PerformanceAuditor, type PerformanceMetrics, type ComparisonResult",2025-12-04,muski4real,no,no
"client/src/scripts/run-emergency-triage.ts",Other,335,11,"EmergencyTriageRunner",2025-12-04,muski4real,no,no
"client/src/scripts/validate-migration.ts",Other,292,9,"MigrationValidator, type ValidationResult",2025-12-04,muski4real,no,no
"client/src/security/csp/CSPManager.ts",Other,245,7,"CSPManager",2025-12-04,muski4real,no,no
"client/src/security/csrf/CSRFProtection.ts",Other,368,10,"CSRFProtection",2025-12-04,muski4real,no,no
"client/src/security/headers/SecurityHeaders.ts",Other,8,0,"",2025-11-20,muski4real,no,no
"client/src/security/rate-limiting/RateLimiter.ts",Other,389,11,"RateLimiter",2025-12-04,muski4real,no,no
"client/src/security/sanitization/InputSanitizer.ts",Other,347,10,"InputSanitizer",2025-12-04,muski4real,no,no
"client/src/services/PageRelationshipService.ts",Service,742,23,"PageRelationshipService",2025-11-20,muski4real,yes,no
"client/src/services/UserJourneyTracker.ts",Service,707,21,"JourneyStep, UserJourney, JourneyAnalytics, PathAnalytics, DropOffPoint",2025-11-20,muski4real,yes,no
"client/src/services/analysis.ts",Service,290,10,"BillAnalysis, analysisService",2025-12-04,muski4real,yes,no
"client/src/services/api-interceptors.ts",Service,75,2,"RequestInterceptor, requestInterceptors",2025-12-04,muski4real,no,no
"client/src/services/api.ts",Service,55,1,"api",2025-11-20,muski4real,no,no
"client/src/services/auth-service-init.ts",Service,13,0,"authService, AuthApiService as AuthService",2025-11-20,muski4real,no,no
"client/src/services/auth-service.ts",Service,943,31,"AuthService, authServiceInstance, authService",2025-12-04,muski4real,no,no
"client/src/services/bills-data-cache.ts",Service,780,23,"CacheEntry, CacheConfig, CacheStats, OfflineQueueItem, billsDataCache",2025-12-04,muski4real,no,no
"client/src/services/billsPaginationService.ts",Service,591,17,"PaginationConfig, PaginationState, PageData, VirtualScrollData, billsPaginationService",2025-12-04,muski4real,no,no
"client/src/services/billsWebSocketService.ts",Service,631,19,"BillsWebSocketConfig, BillStatusUpdate, BillEngagementUpdate, BillAmendmentUpdate, BillVotingUpdate",2025-12-04,muski4real,no,yes
"client/src/services/community-backend-service.ts",Service,911,28,"communityBackendService, CommunityBackendService",2025-12-04,muski4real,no,no
"client/src/services/dataRetentionService.ts",Service,477,13,"dataRetentionService, retentionUtils",2025-11-20,muski4real,no,no
"client/src/services/error-monitoring.tsx",Service,676,18,"errorMonitoring, ErrorBoundary, errorUtils",2025-12-04,muski4real,no,no
"client/src/services/errorAnalyticsBridge.ts",Service,633,20,"errorAnalyticsBridge, ErrorAnalyticsBridge",2025-11-20,muski4real,no,no
"client/src/services/mockDataService.ts",Service,341,9,"mockDataService, initializeMockDataService, dataLoaders",2025-12-04,muski4real,no,no
"client/src/services/mockUserData.ts",Service,421,12,"mockUserProfile, mockUserPreferences, mockSavedBills, mockEngagementHistory, mockDashboardData",2025-11-12,muski4real,no,no
"client/src/services/navigation.ts",Service,120,2,"NavigationService, BrowserNavigationService, navigationService",2025-10-28,muski4real,yes,no
"client/src/services/performance-monitoring.ts",Service,827,22,"performanceMonitoring, usePerformanceMonitoring, performanceUtils",2025-12-04,muski4real,no,no
"client/src/services/privacyAnalyticsService.ts",Service,1353,41,"privacyAnalyticsService, analyticsUtils, useAnalytics, withAnalytics, trackMethod",2025-12-04,muski4real,no,no
"client/src/services/realistic-demo-data.ts",Service,593,19,"DemoBill, DemoUser, DemoComment, demoBills, demoUsers",2025-12-04,muski4real,no,no
"client/src/services/webSocketService.ts",Service,330,9,"WebSocketService, webSocketService",2025-12-04,muski4real,no,no
"client/src/setupTests.ts",Other,81,1,"",2025-12-04,muski4real,no,no
"client/src/shared/design-system/accessibility/index.ts",Other,12,0,"",2025-10-28,muski4real,no,no
"client/src/shared/design-system/components/DesignStandardsDemo.tsx",Component,363,15,"DesignStandardsDemo",2025-10-28,muski4real,no,no
"client/src/shared/design-system/components/ResponsiveButton.tsx",Component,207,5,"ResponsiveButtonProps, ResponsiveButton",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/ResponsiveContainer.tsx",Component,79,2,"ResponsiveContainerProps, ResponsiveContainer",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/ResponsiveGrid.tsx",Component,101,2,"ResponsiveGridProps, ResponsiveGrid",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/ResponsiveInput.tsx",Component,312,10,"ResponsiveInputProps, ResponsiveInput",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/ResponsiveStack.tsx",Component,111,3,"ResponsiveStackProps, ResponsiveStack",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/TouchTarget.tsx",Component,116,3,"TouchTargetProps, TouchTarget",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/card.ts",Component,140,4,"cardDesignStandards, cardUtils",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/empty-states.ts",Component,597,19,"emptyStates, emptyStateUtils",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/error-states.ts",Component,566,18,"errorStates, errorStateUtils",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/interactive-states.ts",Component,283,9,"interactiveStates, interactiveStateUtils",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/loading-states.ts",Component,542,18,"SkeletonElement, loadingStates, loadingStateUtils",2025-12-04,muski4real,no,no
"client/src/shared/design-system/components/typography.ts",Component,314,10,"typographyDesignStandards, typographyUtils",2025-10-30,muski4real,no,no
"client/src/shared/design-system/index.ts",Other,19,0,"",2025-10-30,muski4real,no,no
"client/src/shared/design-system/lib/utils.ts",Utility,73,2,"cn, generateId, debounce, isEmpty, clamp",2025-10-28,muski4real,no,no
"client/src/shared/design-system/themes/index.ts",Other,11,0,"",2025-10-28,muski4real,no,no
"client/src/shared/design-system/utils/contrast.ts",Utility,264,7,"CONTRAST_THRESHOLDS, getContrastRatio, meetsContrastRequirement, getContrastLevel, generateAccessibleColors",2025-11-16,muski4real,no,no
"client/src/shared/design-system/utils/index.ts",Utility,11,0,"",2025-10-28,muski4real,no,no
